Player;Country;Games;Win rate;KDA;Avg kills;Avg deaths;Avg assists;CSM;GPM;KP%;DMG%;DPM;VSPM;Avg WPM;Avg WCPM;Avg VWPM;GD@15;CSD@15;XPD@15;FB %;FB Victim;Penta Kills;Solo Kills
Treatz; SE;13;30.8%;2.4;1.1;4.0;8.6;0.8;236;71.6%;7.2;191;3.28;1.82;0.28;0.41;45;-0;10;15.4%;23.1%;0;-
Trick; KR;2;0%;2.3;1.0;3.0;6.0;5.2;311;66.8%;11.3;242;1.16;0.34;0.26;0.33;-88;-5;-275;0%;0%;0;-
Tricky;;2;0%;2.6;7.0;5.5;7.5;5.6;369;76.1%;19.7;573;0.96;0.09;0.22;0.06;88;-10;-546;50%;0%;0;1
Trigo; BR;5;0%;1.6;1.0;3.0;3.8;8.9;364;67.7%;21.5;447;1.11;0.41;0.27;0.16;-235;-6;-25;40%;0%;0;-
Troublemak; GR;3;0%;1.6;1.0;4.0;5.3;7.5;334;45.2%;20.2;403;0.98;0.27;0.24;0.16;-532;-18;-300;0%;0%;0;1
Trymbi; PL;27;51.9%;3.2;0.6;3.4;10.3;1.0;247;79.4%;7.5;180;3.32;1.58;0.41;0.33;-47;-3;-42;18.5%;3.7%;0;1
Tsiperakos; GR;32;65.6%;6.1;4.9;2.3;9.1;7.8;418;72.9%;26.6;768;0.9;0.39;0.16;0.08;307;-3;-35;9.4%;9.4%;0;9
Tubs; US;22;18.2%;1.7;0.6;4.8;7.6;0.9;232;74%;8.3;191;2.7;1.34;0.33;0.23;-116;-2;-124;13.6%;22.7%;0;1
Tuercas; MX;10;20%;2.6;5.4;4.5;6.5;7.3;391;60%;24.1;690;0.75;0.3;0.13;0.09;609;8;422;20%;10%;0;10
Tumay; TR;16;56.3%;3.5;4.3;3.3;7.5;5.9;359;70.8%;17.4;492;1.22;0.34;0.22;0.29;212;-9;-101;56.3%;6.3%;0;4
Turtle; BR;1;0%;1.3;2.0;7.0;7.0;7.2;363;75%;23.8;726;0.94;0.25;0.22;0.17;-420;-13;-878;0%;0%;0;-
Tutsz; BR;42;59.5%;4.4;3.5;2.4;7.0;8.4;409;69%;24.3;660;0.99;0.34;0.22;0.18;90;0;61;14.3%;0%;0;10
Twiizt; SE;15;40%;2.9;0.9;3.4;8.9;1.0;239;66.5%;7.3;180;3.12;1.51;0.32;0.31;138;-1;282;26.7%;6.7%;0;-
Ty; VN;6;33.3%;2.1;3.0;4.2;5.7;6.4;360;66.2%;17.9;427;1.4;0.21;0.4;0.26;-324;-2;15;33.3%;0%;0;1
Typhoon; TR;33;66.7%;4.2;4.5;3.3;9.6;6.2;384;69.6%;16.1;479;1.46;0.3;0.31;0.25;75;1;9;27.3%;3%;0;2
Tyr; MX;13;38.5%;2.1;0.5;4.9;9.9;0.9;230;72.3%;7.7;197;2.83;1.44;0.22;0.36;-259;-7;-52;7.7%;46.2%;0;-
Tyrin; BR;5;0%;0.9;0.8;3.6;2.4;8.2;349;42.8%;20.2;424;0.98;0.34;0.2;0.17;-192;4;-16;20%;0%;0;1
UNF0RGIVEN; SE;13;30.8%;3.8;4.1;2.3;4.7;9.4;430;65.7%;31.0;861;0.76;0.34;0.17;0.06;-206;-0;55;15.4%;7.7%;0;1
Ucal; KR;39;35.9%;2.7;3.2;3.0;5.0;9.1;404;63.5%;24.5;610;1.09;0.45;0.21;0.16;-20;1;-53;23.1%;10.3%;0;1
UmTi; KR;14;57.1%;4.0;2.2;2.4;7.5;6.6;358;70.3%;17.8;448;1.36;0.32;0.28;0.27;37;-0;63;35.7%;14.3%;0;2
Uncle Iroh; SE;2;0%;0.3;1.0;4.0;0.0;8.1;336;16.7%;24.4;498;0.95;0.43;0.08;0.15;552;25;485;0%;0%;0;2
Undefined; GR;25;56%;2.9;1.1;4.3;11.5;1.0;252;64.6%;7.0;199;3.19;1.57;0.36;0.36;-50;-1;-4;20%;16%;0;3
Unforgiven; AR;15;53.3%;3.1;3.0;4.0;9.4;5.8;340;66%;14.8;418;1.39;0.3;0.28;0.26;1;-9;-248;46.7%;6.7%;0;1
UniqueCORN; AT;26;46.2%;3.8;4.1;3.0;7.4;8.6;417;62.6%;25.4;693;0.71;0.33;0.12;0.06;294;11;207;11.5%;11.5%;0;7
Unkn0wn; GR;15;40%;3.1;5.1;3.7;6.5;9.0;422;69.5%;30.6;829;0.83;0.28;0.25;0.05;137;5;442;40%;20%;0;2
Upset; DE;32;59.4%;9.4;5.8;1.3;6.0;9.7;460;73.2%;26.4;687;1.22;0.47;0.29;0.11;233;6;214;34.4%;3.1%;0;5
Urban; DK;20;65%;4.2;1.0;3.1;11.7;1.3;262;71.7%;8.9;262;3.18;1.34;0.47;0.25;107;4;318;25%;15%;0;-
Vampire; CN;75;45.3%;2.8;0.8;4.1;10.5;1.0;245;75.6%;7.8;207;3.56;1.84;0.41;0.59;70;-;-;-;-;-;-
Van1; KR;8;62.5%;4.7;6.3;2.9;7.4;7.0;434;76.4%;22.3;583;1.37;0.38;0.24;0.27;351;6;26;25%;25%;0;6
Vares; MX;6;66.7%;6.4;5.0;2.0;7.8;8.2;419;70.6%;25.2;709;0.8;0.33;0.15;0.09;-224;-14;-205;50%;0%;0;-
Varry; DE;21;28.6%;2.8;4.1;3.4;5.6;8.6;403;67.7%;24.2;665;1.0;0.46;0.18;0.17;-218;-1;137;19%;9.5%;0;2
Vasco; PL;36;61.1%;5.1;3.8;2.1;7.0;8.7;415;53.4%;24.3;709;0.92;0.37;0.19;0.13;219;10;312;2.8%;11.1%;0;12
Vasked; CZ;26;38.5%;2.3;0.7;4.3;9.2;1.1;239;66.2%;7.8;212;3.42;1.7;0.42;0.41;-70;4;-242;15.4%;7.7%;0;-
Vaynedeta; GR;24;37.5%;4.4;5.5;2.5;5.3;9.4;441;66.6%;27.0;771;0.95;0.3;0.28;0.07;87;5;40;25%;0%;0;4
Vayu; DK;14;28.6%;1.9;2.7;4.1;5.0;6.9;352;51.7%;23.8;669;0.7;0.29;0.06;0.04;-310;-12;-28;14.3%;0%;0;2
Vayzer; VE;2;0%;1.0;0.5;4.0;3.5;7.9;334;65.7%;23.4;505;0.7;0.36;0.11;0.13;-1634;-25;-1568;50%;0%;0;-
Veignorem; FR;21;28.6%;2.1;0.7;4.5;8.7;1.0;236;64.2%;8.2;219;3.6;1.8;0.42;0.45;-108;3;135;19%;14.3%;0;-
Velja; RS;41;82.9%;6.1;5.4;2.3;8.6;6.7;408;68.6%;18.7;540;1.29;0.28;0.27;0.16;89;6;215;26.8%;9.8%;0;13
Venour; DE;42;54.8%;3.5;3.3;2.4;5.1;8.3;409;46.7%;21.6;619;0.95;0.37;0.13;0.13;326;9;184;16.7%;11.9%;0;18
Vertigo; AT;27;55.6%;3.5;3.1;2.1;4.2;8.5;409;54.1%;21.9;576;0.9;0.39;0.13;0.11;-100;-7;-152;14.8%;7.4%;0;4
Vespa; FR;45;53.3%;3.6;5.8;3.4;6.3;9.0;448;73.2%;27.4;775;0.8;0.37;0.18;0.05;-145;-5;-114;20%;11.1%;2;10
Vetheo; FR;27;55.6%;4.0;3.6;2.5;6.5;9.2;428;73.1%;25.6;692;1.24;0.37;0.32;0.14;108;2;-159;22.2%;7.4%;0;3
Viciun; CL;13;7.7%;2.6;2.3;4.1;8.3;3.1;286;80.9%;15.1;385;2.59;1.34;0.36;0.4;51;1;-32;38.5%;0%;0;3
Vicla; KR;44;40.9%;2.8;2.7;3.3;6.4;8.5;394;63.6%;24.1;644;1.1;0.46;0.22;0.25;-199;-4;-71;25%;18.2%;0;11
VietThanh; VN;3;0%;0.9;1.7;5.7;3.7;7.0;363;31.7%;20.5;510;0.84;0.29;0.18;0.16;195;-7;-168;0%;0%;0;1
Vigil; IT;26;57.7%;3.4;4.3;3.6;8.0;8.5;425;73.1%;29.0;800;0.93;0.4;0.19;0.13;-61;-3;-228;34.6%;11.5%;0;5
Vin; VN;32;59.4%;4.2;4.0;2.8;7.6;8.8;420;63.9%;24.3;665;0.95;0.32;0.18;0.15;38;2;76;15.6%;9.4%;0;7
Vincenzo; KR;44;50%;3.8;3.1;2.8;7.7;6.6;369;73%;16.2;438;1.57;0.35;0.36;0.33;-166;-2;-34;18.2%;13.6%;0;1
Violet; HK;18;22.2%;3.3;3.3;2.2;3.8;9.0;400;66.5%;26.0;504;0.88;0.32;0.27;0.06;-579;-11;-288;22.2%;5.6%;0;-
Viper; KR;50;66%;5.0;4.7;2.2;6.1;9.5;438;66.4%;26.0;720;1.31;0.45;0.38;0.12;26;0;40;22%;8%;0;3
VirusFx; MX;22;59.1%;4.5;6.5;3.0;6.6;8.5;440;73.2%;28.7;847;1.23;0.49;0.31;0.14;-118;-2;-135;22.7%;4.5%;1;4
Visdom; DK;42;54.8%;3.5;1.0;3.4;11.0;1.0;255;68.2%;7.4;212;3.39;1.79;0.36;0.49;86;-2;-112;26.2%;7.1%;0;-
Vit; VN;5;0%;2.3;2.8;4.4;7.4;7.9;376;69.1%;19.7;471;1.05;0.44;0.26;0.14;-533;-14;-866;20%;20%;0;3
Vital; KR;42;33.3%;4.3;3.9;2.1;5.0;9.8;435;71.8%;26.4;685;1.18;0.4;0.35;0.15;84;1;-9;21.4%;4.8%;0;2
Vizicsacsi; HU;24;62.5%;2.8;3.7;3.3;5.4;8.0;403;50.6%;23.1;660;1.02;0.49;0.12;0.14;327;7;436;16.7%;16.7%;0;19
Vizzpers; DK;2;0%;1.3;1.0;4.0;4.0;8.4;364;47.7%;15.7;328;0.81;0.27;0.2;0.08;-796;-8;-254;0%;0%;0;-
Vladi; GR;41;65.9%;4.6;3.5;2.2;6.9;8.7;419;65.4%;25.2;690;1.09;0.42;0.24;0.16;-150;1;-17;12.2%;9.8%;0;12
Vlaren; CZ;10;50%;3.3;1.3;3.4;10.0;1.2;261;63.1%;10.3;273;3.09;1.35;0.43;0.27;35;2;177;40%;10%;0;2
Vodin; CZ;7;0%;1.7;3.0;3.3;2.4;8.6;399;50.8%;24.7;554;0.65;0.26;0.12;0.02;126;8;357;28.6%;0%;0;4
Vulcan; CA;32;68.8%;6.8;0.7;1.9;12.3;1.0;254;77.1%;5.7;156;3.32;1.63;0.33;0.44;29;1;198;31.3%;9.4%;0;-
Vuxan; RS;10;20%;1.9;3.0;4.6;5.9;5.9;344;59.6%;16.1;436;1.11;0.27;0.18;0.22;-251;0;-24;20%;0%;0;3
Vyctor; IT;10;0%;2.6;4.1;2.8;3.1;8.8;403;63.4%;29.1;688;0.88;0.41;0.15;0.15;-37;-6;31;20%;0%;0;3
Vzz; BG;25;52%;3.9;4.5;2.5;5.2;9.7;444;60.5%;26.4;713;0.79;0.36;0.17;0.07;172;3;-19;12%;20%;0;8
W1ng;;9;44.4%;4.3;5.4;2.7;5.9;8.4;416;65%;25.8;727;0.58;0.23;0.17;0.05;-148;-2;-248;22.2%;0%;0;3
WNTR; DE;18;22.2%;1.8;2.9;4.2;4.5;7.8;392;50.9%;26.2;603;0.81;0.41;0.1;0.09;514;9;155;22.2%;0%;0;20
WXRX; CL;15;46.7%;2.7;3.2;3.1;5.4;7.9;388;63.8%;23.8;614;0.96;0.33;0.2;0.14;-57;-4;137;13.3%;6.7%;0;3
Wako; TW;27;44.4%;4.1;3.4;2.2;5.5;9.2;414;64.3%;28.0;668;1.19;0.4;0.34;0.12;-169;-;-;-;-;-;-
Wamu; CL;27;59.3%;4.5;3.2;2.4;7.7;7.7;388;58.5%;21.9;581;1.04;0.4;0.16;0.15;208;5;261;22.2%;7.4%;0;5
Warner; TR;25;52%;3.2;6.4;3.8;5.8;8.9;445;70.1%;28.3;740;1.01;0.3;0.24;0.15;-29;3;40;32%;20%;0;26
Warrior1; VN;12;41.7%;2.4;3.1;4.3;7.2;7.1;368;57.5%;22.7;622;0.75;0.29;0.13;0.12;-486;-7;-330;8.3%;25%;0;6
Washidai; JP;23;69.6%;4.8;2.9;2.2;7.5;7.8;393;56.4%;20.7;568;0.89;0.39;0.11;0.18;295;3;33;13%;4.3%;1;6
Waterbender; PT;9;33.3%;3.1;4.3;3.2;5.7;8.4;408;58.4%;27.0;748;0.76;0.27;0.18;0.03;163;7;362;0%;0%;1;1
Watket; TR;8;25%;1.9;0.3;5.0;9.3;1.0;228;65%;7.8;204;2.98;1.47;0.35;0.34;-5;-1;-36;37.5%;12.5%;0;-
Way; KR;47;70.2%;3.9;1.4;3.3;11.6;0.9;263;68.1%;8.4;261;3.48;1.72;0.39;0.52;200;-2;109;38.3%;8.5%;0;2
Wayne; KR;44;29.5%;3.1;3.7;2.7;4.6;8.9;399;64.7%;26.6;622;1.01;0.42;0.24;0.17;-588;-11;-482;18.2%;15.9%;0;5
Wei; CN;29;58.6%;3.8;3.1;3.1;8.7;6.2;355;71%;16.9;474;1.59;0.38;0.31;0.34;-76;-;-;-;-;-;-
WeiWei; CN;6;0%;2.0;1.3;4.0;6.7;6.3;329;80.7%;14.9;332;1.53;0.37;0.34;0.26;-2;-;-;-;-;-;-
Weizhe; TW;35;48.6%;2.6;4.1;4.2;6.6;8.0;405;53.7%;23.8;690;0.87;0.28;0.18;0.11;-31;-1;-149;17.1%;11.4%;0;20
Welcom; CZ;45;53.3%;1.9;2.4;4.3;5.7;7.5;371;46.2%;25.6;715;0.93;0.42;0.14;0.11;-311;-2;-299;13.3%;15.6%;0;17
Wendel; DK;13;38.5%;2.5;1.3;4.8;11.0;1.1;253;81.2%;8.5;238;3.28;1.55;0.4;0.36;-16;0;-132;30.8%;0%;0;-
Whip; FR;29;69%;3.2;2.9;2.8;5.8;7.2;375;45.7%;19.2;535;0.66;0.37;0.08;0.1;-411;-10;-266;20.7%;10.3%;0;16
Whistle; KR;31;61.3%;3.9;4.2;3.0;7.6;8.7;421;65.1%;26.3;796;0.93;0.31;0.19;0.14;348;12;371;22.6%;16.1%;0;12
White; FR;22;45.5%;2.8;2.4;3.3;6.6;5.9;343;63.5%;14.5;388;1.37;0.3;0.32;0.24;-201;-8;-464;27.3%;0%;0;2
Whiteknight; FI;51;64.7%;4.4;2.8;2.4;7.8;7.3;370;60.3%;19.7;524;0.99;0.52;0.11;0.17;-102;-4;132;13.7%;5.9%;0;12
Wildenbruch; DE;33;48.5%;2.3;1.4;5.2;10.5;1.0;249;71.5%;8.6;243;3.39;1.57;0.41;0.36;-35;-1;-41;33.3%;12.1%;0;4
Willer; KR;43;55.8%;4.4;5.0;2.8;7.2;7.0;398;75.3%;19.2;520;1.52;0.47;0.24;0.3;241;4;194;39.5%;4.7%;0;13
Wilson; CA;33;42.4%;3.4;2.8;2.9;7.2;6.1;348;75.5%;17.3;431;1.31;0.27;0.32;0.22;-28;-5;-207;30.3%;9.1%;0;3
Wind1; DK;17;52.9%;2.8;5.3;3.8;5.2;7.9;428;53.7%;27.6;762;0.68;0.27;0.1;0.07;600;7;431;17.6%;11.8%;0;28
Wink; CN;24;41.7%;3.1;0.8;3.1;8.9;1.1;239;66.6%;7.4;181;3.54;1.91;0.36;0.57;81;-;-;-;-;-;-
Winner; KR;44;50%;4.1;3.8;2.8;7.5;6.4;375;76.1%;15.5;446;1.61;0.38;0.35;0.31;-82;-4;-275;38.6%;4.5%;0;1
Wiz; KR;8;25%;2.5;3.0;4.1;7.1;6.4;360;70.7%;15.8;451;1.55;0.35;0.35;0.31;-160;-5;-396;12.5%;25%;0;-
Wizer; KR;29;69%;3.7;3.9;2.8;6.4;7.9;401;63.4%;23.3;643;1.03;0.38;0.19;0.18;-46;-2;35;24.1%;27.6%;0;6
Wolfy; AR;3;0%;1.4;0.7;3.0;3.7;8.8;355;45.4%;20.8;392;0.81;0.41;0.12;0.24;482;0;562;0%;0%;0;-
Woody; TW;31;58.1%;3.8;0.6;2.7;9.7;1.0;247;79%;7.9;199;3.38;1.71;0.4;0.47;20;1;136;25.8%;16.1%;0;-
Woolite; PL;41;63.4%;4.7;5.5;2.9;8.0;9.0;451;70.2%;27.2;790;1.03;0.38;0.29;0.08;304;6;65;34.1%;12.2%;0;4
Worst; PT;21;47.6%;5.6;5.9;2.5;8.1;7.9;432;65.4%;24.6;709;0.78;0.42;0.12;0.06;-205;-19;-180;33.3%;4.8%;0;4
WouLou; GR;1;100%;2.0;2.0;6.0;10.0;7.7;414;48%;26.5;800;0.86;0.3;0.19;0.04;-803;-15;-950;0%;0%;0;-
Wuanted; PT;9;33.3%;2.6;3.6;4.4;7.8;5.7;344;65.7%;15.5;448;1.15;0.12;0.35;0.12;-116;-7;-240;0%;11.1%;0;2
Wuis; PT;26;46.2%;3.5;0.8;3.7;12.3;0.8;246;74.5%;8.7;235;2.96;1.53;0.26;0.35;-34;-4;132;19.2%;15.4%;0;-
XUN; CN;57;61.4%;4.8;4.2;2.5;7.9;6.8;382;73.6%;18.0;485;1.36;0.26;0.32;0.23;61;-;-;-;-;-;-
Xagog; DE;33;48.5%;2.5;3.9;4.5;7.5;6.2;362;65.8%;20.4;567;1.23;0.21;0.3;0.19;5;-3;-177;27.3%;12.1%;0;8
Xavian; TR;2;0%;0.9;1.5;4.0;2.0;8.8;383;36.9%;15.1;365;0.31;0.21;0.03;0.0;-376;-13;-648;0%;50%;0;-
Xeonerr; PL;26;69.2%;4.3;3.7;2.8;8.6;6.5;382;64.9%;17.0;482;1.42;0.28;0.34;0.21;388;3;187;38.5%;15.4%;0;6
Xerxe; RO;24;54.2%;4.1;3.0;2.5;7.1;6.9;371;70.5%;17.8;485;1.35;0.26;0.28;0.21;84;3;156;33.3%;12.5%;0;2
Xiaohao; CN;24;41.7%;4.4;3.7;2.3;6.3;6.9;370;74.8%;16.9;421;1.51;0.32;0.33;0.26;342;-;-;-;-;-;-
Xiaoxia; CN;28;42.9%;2.6;0.7;3.8;8.9;1.0;233;70.4%;7.2;171;3.5;2.08;0.33;0.6;-150;-;-;-;-;-;-
Xiaoxu; CN;20;30%;2.4;2.6;3.0;4.4;8.4;384;57.7%;23.6;549;0.99;0.43;0.13;0.16;-190;-;-;-;-;-;-
Xico; PT;9;33.3%;2.6;3.3;4.1;7.2;8.5;400;78.3%;27.9;713;1.1;0.5;0.2;0.19;-285;-5;-518;11.1%;22.2%;0;1
Xicor; TN;12;50%;3.4;3.7;2.9;6.3;9.1;424;63.2%;26.0;652;1.15;0.47;0.32;0.15;-183;3;-54;25%;0%;0;-
Xin; TW;32;40.6%;2.9;4.2;4.1;7.6;6.6;385;68.3%;18.1;524;1.32;0.31;0.25;0.24;109;6;318;15.6%;3.1%;0;15
XnS; TR;39;69.2%;5.3;5.9;2.8;9.3;7.2;422;76.3%;21.3;655;1.29;0.25;0.26;0.2;443;15;663;38.5%;5.1%;0;13
YSKM; HK;42;69%;3.2;4.4;3.0;5.0;8.6;429;46.5%;23.4;709;0.71;0.34;0.1;0.05;381;6;327;14.3%;7.1%;0;46
Yakkey; RO;14;14.3%;2.2;2.9;2.9;3.7;9.4;408;68.6%;26.9;580;0.98;0.39;0.24;0.11;-333;-0;85;42.9%;0%;0;2
Ycx; CN;26;46.2%;2.9;0.7;3.9;10.5;1.2;250;76.4%;7.7;203;3.45;1.67;0.45;0.51;19;-;-;-;-;-;-
Yeon; US;26;53.8%;5.4;4.6;1.7;4.7;9.2;443;70.7%;27.2;663;1.16;0.41;0.31;0.15;283;4;264;23.1%;0%;0;3
Yerikan; CO;14;50%;3.9;0.9;3.6;13.0;1.0;257;78.4%;10.6;311;3.44;1.74;0.39;0.36;417;1;206;28.6%;7.1%;0;1
Yeti; PL;22;50%;2.9;2.5;2.8;5.6;7.5;365;46.3%;21.3;541;1.06;0.53;0.11;0.23;-548;-13;-293;13.6%;9.1%;0;3
Yike; SE;41;65.9%;4.1;3.1;2.7;8.0;6.2;362;69.7%;16.5;459;1.42;0.28;0.31;0.24;-108;-2;-109;29.3%;12.2%;0;2
YoungJae; KR;47;70.2%;3.8;4.3;3.4;8.5;6.9;391;68.2%;17.5;551;1.63;0.4;0.31;0.33;36;3;200;42.6%;2.1%;0;8
Yuhi; JP;23;69.6%;5.0;4.4;2.2;6.7;9.2;438;58.9%;24.4;660;1.08;0.38;0.31;0.12;196;8;340;8.7%;8.7%;1;2
Yuki; HR;24;58.3%;5.4;6.1;2.2;5.7;9.6;469;64.8%;25.6;708;0.72;0.3;0.2;0.02;368;10;375;16.7%;16.7%;0;3
Yukino; US;40;60%;3.7;4.3;3.3;7.9;6.3;375;74%;18.9;511;1.3;0.3;0.27;0.23;228;-0;69;50%;5%;0;8
Yume; VN;18;44.4%;2.1;0.7;5.3;10.3;0.9;246;70.1%;8.3;198;3.45;1.96;0.37;0.6;-270;1;-464;11.1%;27.8%;0;-
Yusah; VN;21;57.1%;4.2;3.5;3.2;10.1;6.0;362;72.1%;15.5;447;1.49;0.31;0.35;0.31;-205;-5;-209;28.6%;14.3%;1;1
Yuta; PL;15;26.7%;2.4;2.4;4.7;8.9;5.6;331;62.3%;17.1;457;1.31;0.3;0.27;0.25;-324;-10;-242;20%;20%;0;1
Yuu; JP;9;11.1%;1.7;2.3;3.9;4.4;7.3;353;49.6%;22.9;538;0.75;0.3;0.14;0.09;-344;-9;-308;11.1%;22.2%;0;2
Yuuji; MN;22;72.7%;7.1;2.7;1.4;7.3;7.0;374;64.5%;13.9;374;1.39;0.27;0.29;0.24;206;6;338;45.5%;27.3%;0;1
ZOEN; AR;29;65.5%;3.5;3.2;3.0;7.6;6.9;370;58.6%;18.7;535;1.05;0.39;0.17;0.17;-136;-7;-30;13.8%;10.3%;0;17
ZaFiR; GR;16;31.3%;2.4;0.4;3.9;8.9;1.1;233;67.5%;7.0;171;3.23;1.52;0.42;0.31;-220;2;15;37.5%;0%;0;1
ZaZee; DE;21;28.6%;2.4;3.7;3.7;5.2;8.3;402;61.4%;24.2;673;0.81;0.33;0.15;0.11;-320;-10;-438;23.8%;9.5%;0;3
Zamudo; CA;26;69.2%;3.1;4.4;3.3;5.9;8.6;444;53.5%;27.7;764;0.78;0.29;0.14;0.11;917;23;557;19.2%;0%;0;17
Zamulek; PL;39;61.5%;5.1;5.5;2.4;6.7;8.9;448;67.7%;28.3;798;1.07;0.39;0.27;0.12;298;4;182;20.5%;7.7%;0;17
Zanzarah; RU;37;45.9%;3.4;2.6;3.8;10.1;6.1;356;71.9%;18.6;528;1.27;0.32;0.21;0.25;201;3;236;37.8%;5.4%;0;3
Zdz; CN;24;41.7%;2.5;2.5;3.0;5.0;8.0;380;53.6%;22.0;538;1.26;0.48;0.24;0.19;183;-;-;-;-;-;-
Ze Luis; PT;21;47.6%;3.7;1.0;4.0;14.0;1.7;279;74.5%;9.8;278;3.25;1.63;0.4;0.4;107;10;264;38.1%;9.5%;0;1
Zeckro; MX;3;33.3%;1.7;3.0;4.7;5.0;5.9;314;45.9%;21.0;415;0.64;0.28;0.06;0.13;-1191;-40;-583;0%;33.3%;0;2
Zeka; KR;50;66%;4.1;4.0;2.5;6.1;8.8;415;63.3%;25.6;704;1.23;0.43;0.28;0.2;191;3;74;26%;12%;1;14
ZekaS; BR;16;62.5%;2.5;2.3;2.9;5.1;7.8;395;60%;27.0;647;1.05;0.45;0.16;0.2;-111;-4;47;18.8%;6.3%;0;3
Zelt; CO;32;65.6%;5.9;5.9;2.5;8.6;8.8;442;68.9%;28.1;827;0.92;0.33;0.18;0.11;-169;-1;-173;12.5%;3.1%;0;12
Zest; KR;14;35.7%;3.0;2.9;2.6;4.8;8.1;378;65%;29.7;701;0.94;0.3;0.21;0.1;9;4;59;21.4%;21.4%;0;5
Zeus; KR;50;66%;2.9;4.0;3.3;5.9;8.2;414;60.6%;25.6;707;1.05;0.4;0.18;0.16;336;7;197;16%;16%;0;24
Zewih; IT;26;57.7%;4.8;5.1;2.5;6.7;8.8;436;68.8%;25.4;706;0.83;0.27;0.25;0.04;94;1;-122;34.6%;7.7%;0;3
Zeypher; CO;6;66.7%;3.8;5.5;3.3;7.2;8.5;417;61.9%;24.5;729;1.09;0.5;0.23;0.16;-165;-1;87;50%;16.7%;0;-
Zeyzal; US;31;77.4%;5.8;0.7;2.2;12.1;1.0;259;75.6%;7.9;216;3.36;1.8;0.3;0.46;168;-2;164;22.6%;16.1%;0;-
Zezin; PT;9;33.3%;1.6;1.6;4.4;5.4;7.5;347;39.8%;19.3;570;0.48;0.22;0.05;0.0;-225;-2;-77;0%;22.2%;0;5
Zhayend; MX;4;0%;0.5;0.8;6.0;2.5;6.6;307;39.3%;22.7;504;0.72;0.43;0.05;0.09;-1443;-26;-1159;0%;25%;0;-
Zhuo; CN;17;41.2%;3.9;0.5;2.4;8.7;1.2;239;80.4%;7.7;187;3.92;1.94;0.5;0.53;-24;-;-;-;-;-;-
Zicssi; FR;39;48.7%;2.9;2.2;3.3;7.1;6.3;350;72.5%;18.6;447;1.54;0.29;0.4;0.24;16;3;120;35.9%;12.8%;0;4
Zika; CN;17;41.2%;3.7;3.3;2.1;4.6;8.3;395;63.5%;24.5;614;1.05;0.3;0.24;0.13;171;-;-;-;-;-;-
Zinie; KR;47;70.2%;4.0;4.6;2.9;7.1;8.5;433;61.6%;26.8;834;1.25;0.41;0.32;0.21;-104;-3;-113;31.9%;14.9%;0;15
Zkai; TW;32;40.6%;2.7;3.9;3.3;4.8;8.8;423;48.1%;24.9;733;0.78;0.32;0.12;0.11;11;7;236;9.4%;12.5%;0;21
Zoelys; FR;24;54.2%;3.2;0.8;3.5;10.5;0.9;251;76.8%;8.5;235;3.58;1.81;0.46;0.44;0;-2;-128;45.8%;12.5%;0;1
Zoiren; CZ;5;40%;1.7;3.8;4.4;3.8;8.1;398;51.6%;30.1;813;0.81;0.31;0.16;0.09;223;3;247;40%;20%;0;2
Zothve; CL;16;31.3%;1.5;2.3;3.4;2.6;8.3;375;54.8%;25.5;502;0.88;0.39;0.13;0.22;-220;2;-178;12.5%;12.5%;0;5
Zubac; CZ;41;63.4%;4.1;4.5;3.5;9.7;5.8;374;72.5%;16.9;485;1.25;0.23;0.3;0.2;201;-3;-110;46.3%;7.3%;0;4
Zven; DK;32;68.8%;7.5;5.4;1.6;6.9;9.4;457;71.9%;28.6;781;1.15;0.36;0.35;0.07;105;-2;-331;25%;3.1%;0;3
Zwyroo; PL;4;100%;11.0;5.5;1.5;11.0;8.7;457;73.8%;23.6;754;1.02;0.38;0.19;0.14;758;6;603;50%;0%;0;2
Zyko; US;26;69.2%;3.7;1.2;3.4;11.5;1.1;258;68.6%;6.6;184;3.4;1.66;0.41;0.35;1;2;-90;15.4%;3.8%;0;1
adi1; PL;31;80.6%;4.6;4.4;3.2;10.5;6.6;404;72.5%;19.0;606;1.2;0.25;0.25;0.17;339;3;310;29%;16.1%;0;3
alishor; RO;4;0%;0.7;1.5;6.5;3.0;7.2;345;42.8%;24.4;574;0.5;0.32;0.01;0.02;-1258;-18;-1432;0%;50%;0;2
applepasta;;9;44.4%;2.4;2.9;3.3;5.0;6.9;353;52%;15.8;424;0.76;0.29;0.11;0.13;-818;-13;-368;0%;11.1%;0;1
ardaffler; RU;10;70%;5.7;5.2;2.1;6.7;9.0;451;63.5%;28.7;843;0.98;0.4;0.24;0.08;16;0;28;30%;0%;0;-
asilah; MA;21;28.6%;1.8;2.1;4.1;5.1;7.4;362;56.8%;24.5;660;0.74;0.39;0.12;0.05;-290;-9;-292;38.1%;0%;0;6
basei; TR;2;50%;0.9;0.0;3.5;3.0;8.1;347;16.7%;26.1;574;0.45;0.33;0.04;0.04;-1063;-38;-1146;0%;50%;0;-
behave; PL;13;30.8%;2.1;3.7;4.2;5.4;6.4;370;64.4%;17.2;485;1.06;0.19;0.22;0.11;-179;-4;-274;23.1%;15.4%;0;2
beishang; CN;6;50%;2.6;2.0;2.8;5.3;7.2;367;67.7%;18.6;407;1.37;0.26;0.34;0.22;-206;-;-;-;-;-;-
