tournament;date;Team;GP;AGT;KD;CKPM;GPR;GSPD;EGR;MLR;GD15;FB%;FT%;F3T%;PPG;HLD%;GRB%;FD%;DRG%;ELD%;FBN%;BN%;LNE%;JNG%;WPM;CWPM;WCPM;winrate%
LPL 2025 Split 1;2025-02-09;Bilibili Gaming;6;31.4;2.48;0.81;;0.098;;;;0.5;0.83;;;0.33;0.56;0.5;0.8;;;0.8;0.516;0.521;3.38;1.31;1.81;1.0
LPL 2025 Split 1;2025-02-09;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-02-09;FunPlus Phoenix;7;33.7;0.56;0.78;;-0.09699999999999999;;;;0.14;0.29;;;0.43;0.43;0.71;0.42;;;0.29;0.502;0.445;3.17;1.28;1.49;0.14285714285714285
LPL 2025 Split 1;2025-02-09;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-02-09;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-09;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-09;LNG Esports;7;32.4;0.57;0.81;;-0.085;;;;0.29;0.43;;;0.57;0.5;0.43;0.28;;;0.22;0.493;0.47600000000000003;3.33;1.26;1.37;0.14285714285714285
LPL 2025 Split 1;2025-02-09;Ninjas in Pyjamas;7;31.9;1.71;0.87;;0.07400000000000001;;;;1.0;0.43;;;0.57;0.64;0.29;0.71;;;1.0;0.491;0.561;3.07;1.15;1.48;0.8571428571428571
LPL 2025 Split 1;2025-02-09;Oh My God;8;30.8;0.71;0.89;;-0.099;;;;0.25;0.5;;;0.5;0.54;0.38;0.43;;;0.57;0.485;0.47;3.31;1.24;1.35;0.25
LPL 2025 Split 1;2025-02-09;Royal Never Give Up;8;35.0;1.01;0.73;;0.001;;;;0.63;0.63;;;0.25;0.48;0.25;0.37;;;0.55;0.49700000000000005;0.508;3.39;1.33;1.49;0.5
LPL 2025 Split 1;2025-02-09;Team WE;6;32.1;0.49;0.9;;-0.113;;;;0.5;0.5;;;0.33;0.47;0.33;0.26;;;0.29;0.485;0.45799999999999996;3.43;1.45;1.38;0.0
LPL 2025 Split 1;2025-02-09;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-02-09;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-09;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-02-09;Weibo Gaming;12;33.3;1.13;0.93;;0.042;;;;0.58;0.5;;;0.58;0.51;0.67;0.6;;;0.54;0.508;0.504;3.45;1.29;1.76;0.6666666666666666
LPL 2025 Split 1;2025-02-10;Anyone's Legend;11;35.4;1.53;0.96;;0.062;;;;0.82;0.64;;;0.64;0.47;0.64;0.62;;;0.79;0.507;0.512;3.42;1.35;1.76;0.8181818181818182
LPL 2025 Split 1;2025-02-10;Bilibili Gaming;6;31.4;2.48;0.81;;0.098;;;;0.5;0.83;;;0.33;0.56;0.5;0.8;;;0.8;0.516;0.521;3.38;1.31;1.81;1.0
LPL 2025 Split 1;2025-02-10;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-02-10;FunPlus Phoenix;7;33.7;0.56;0.78;;-0.09699999999999999;;;;0.14;0.29;;;0.43;0.43;0.71;0.42;;;0.29;0.502;0.445;3.17;1.28;1.49;0.14285714285714285
LPL 2025 Split 1;2025-02-10;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-02-10;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-10;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-10;LNG Esports;7;32.4;0.57;0.81;;-0.085;;;;0.29;0.43;;;0.57;0.5;0.43;0.28;;;0.22;0.493;0.47600000000000003;3.33;1.26;1.37;0.14285714285714285
LPL 2025 Split 1;2025-02-10;Ninjas in Pyjamas;7;31.9;1.71;0.87;;0.07400000000000001;;;;1.0;0.43;;;0.57;0.64;0.29;0.71;;;1.0;0.491;0.561;3.07;1.15;1.48;0.8571428571428571
LPL 2025 Split 1;2025-02-10;Oh My God;8;30.8;0.71;0.89;;-0.099;;;;0.25;0.5;;;0.5;0.54;0.38;0.43;;;0.57;0.485;0.47;3.31;1.24;1.35;0.25
LPL 2025 Split 1;2025-02-10;Royal Never Give Up;8;35.0;1.01;0.73;;0.001;;;;0.63;0.63;;;0.25;0.48;0.25;0.37;;;0.55;0.49700000000000005;0.508;3.39;1.33;1.49;0.5
LPL 2025 Split 1;2025-02-10;Team WE;10;32.7;0.59;0.9;;-0.083;;;;0.3;0.3;;;0.3;0.5;0.5;0.35;;;0.3;0.489;0.469;3.5;1.41;1.47;0.1
LPL 2025 Split 1;2025-02-10;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-02-10;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-10;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-02-10;Weibo Gaming;12;33.3;1.13;0.93;;0.042;;;;0.58;0.5;;;0.58;0.51;0.67;0.6;;;0.54;0.508;0.504;3.45;1.29;1.76;0.6666666666666666
LPL 2025 Split 1;2025-02-11;Anyone's Legend;11;35.4;1.53;0.96;;0.062;;;;0.82;0.64;;;0.64;0.47;0.64;0.62;;;0.79;0.507;0.512;3.42;1.35;1.76;0.8181818181818182
LPL 2025 Split 1;2025-02-11;Bilibili Gaming;6;31.4;2.48;0.81;;0.098;;;;0.5;0.83;;;0.33;0.56;0.5;0.8;;;0.8;0.516;0.521;3.38;1.31;1.81;1.0
LPL 2025 Split 1;2025-02-11;EDward Gaming;10;33.1;0.85;0.8;;-0.024;;;;0.4;0.3;;;0.5;0.52;0.4;0.43;;;0.46;0.495;0.478;3.49;1.36;1.43;0.4
LPL 2025 Split 1;2025-02-11;FunPlus Phoenix;7;33.7;0.56;0.78;;-0.09699999999999999;;;;0.14;0.29;;;0.43;0.43;0.71;0.42;;;0.29;0.502;0.445;3.17;1.28;1.49;0.14285714285714285
LPL 2025 Split 1;2025-02-11;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-02-11;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-11;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-11;LNG Esports;10;33.1;0.52;0.73;;-0.08199999999999999;;;;0.5;0.5;;;0.5;0.45;0.5;0.26;;;0.21;0.493;0.483;3.26;1.24;1.47;0.1
LPL 2025 Split 1;2025-02-11;Ninjas in Pyjamas;7;31.9;1.71;0.87;;0.07400000000000001;;;;1.0;0.43;;;0.57;0.64;0.29;0.71;;;1.0;0.491;0.561;3.07;1.15;1.48;0.8571428571428571
LPL 2025 Split 1;2025-02-11;Oh My God;8;30.8;0.71;0.89;;-0.099;;;;0.25;0.5;;;0.5;0.54;0.38;0.43;;;0.57;0.485;0.47;3.31;1.24;1.35;0.25
LPL 2025 Split 1;2025-02-11;Royal Never Give Up;8;35.0;1.01;0.73;;0.001;;;;0.63;0.63;;;0.25;0.48;0.25;0.37;;;0.55;0.49700000000000005;0.508;3.39;1.33;1.49;0.5
LPL 2025 Split 1;2025-02-11;Team WE;10;32.7;0.59;0.9;;-0.083;;;;0.3;0.3;;;0.3;0.5;0.5;0.35;;;0.3;0.489;0.469;3.5;1.41;1.47;0.1
LPL 2025 Split 1;2025-02-11;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-02-11;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-11;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-02-11;Weibo Gaming;12;33.3;1.13;0.93;;0.042;;;;0.58;0.5;;;0.58;0.51;0.67;0.6;;;0.54;0.508;0.504;3.45;1.29;1.76;0.6666666666666666
LPL 2025 Split 1;2025-02-12;Anyone's Legend;11;35.4;1.53;0.96;;0.062;;;;0.82;0.64;;;0.64;0.47;0.64;0.62;;;0.79;0.507;0.512;3.42;1.35;1.76;0.8181818181818182
LPL 2025 Split 1;2025-02-12;Bilibili Gaming;6;31.4;2.48;0.81;;0.098;;;;0.5;0.83;;;0.33;0.56;0.5;0.8;;;0.8;0.516;0.521;3.38;1.31;1.81;1.0
LPL 2025 Split 1;2025-02-12;EDward Gaming;10;33.1;0.85;0.8;;-0.024;;;;0.4;0.3;;;0.5;0.52;0.4;0.43;;;0.46;0.495;0.478;3.49;1.36;1.43;0.4
LPL 2025 Split 1;2025-02-12;FunPlus Phoenix;7;33.7;0.56;0.78;;-0.09699999999999999;;;;0.14;0.29;;;0.43;0.43;0.71;0.42;;;0.29;0.502;0.445;3.17;1.28;1.49;0.14285714285714285
LPL 2025 Split 1;2025-02-12;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-02-12;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-12;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-12;LNG Esports;10;33.1;0.52;0.73;;-0.08199999999999999;;;;0.5;0.5;;;0.5;0.45;0.5;0.26;;;0.21;0.493;0.483;3.26;1.24;1.47;0.1
LPL 2025 Split 1;2025-02-12;Ninjas in Pyjamas;7;31.9;1.71;0.87;;0.07400000000000001;;;;1.0;0.43;;;0.57;0.64;0.29;0.71;;;1.0;0.491;0.561;3.07;1.15;1.48;0.8571428571428571
LPL 2025 Split 1;2025-02-12;Oh My God;13;32.9;0.85;0.89;;-0.068;;;;0.31;0.54;;;0.31;0.55;0.38;0.4;;;0.53;0.494;0.467;3.33;1.25;1.44;0.38461538461538464
LPL 2025 Split 1;2025-02-12;Royal Never Give Up;8;35.0;1.01;0.73;;0.001;;;;0.63;0.63;;;0.25;0.48;0.25;0.37;;;0.55;0.49700000000000005;0.508;3.39;1.33;1.49;0.5
LPL 2025 Split 1;2025-02-12;Team WE;10;32.7;0.59;0.9;;-0.083;;;;0.3;0.3;;;0.3;0.5;0.5;0.35;;;0.3;0.489;0.469;3.5;1.41;1.47;0.1
LPL 2025 Split 1;2025-02-12;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-02-12;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-12;Ultra Prime;12;33.5;0.72;0.88;;-0.05;;;;0.5;0.42;;;0.58;0.36;0.42;0.53;;;0.6;0.48700000000000004;0.508;3.37;1.51;1.52;0.25
LPL 2025 Split 1;2025-02-12;Weibo Gaming;12;33.3;1.13;0.93;;0.042;;;;0.58;0.5;;;0.58;0.51;0.67;0.6;;;0.54;0.508;0.504;3.45;1.29;1.76;0.6666666666666666
LPL 2025 Split 1;2025-02-13;Anyone's Legend;11;35.4;1.53;0.96;;0.062;;;;0.82;0.64;;;0.64;0.47;0.64;0.62;;;0.79;0.507;0.512;3.42;1.35;1.76;0.8181818181818182
LPL 2025 Split 1;2025-02-13;Bilibili Gaming;6;31.4;2.48;0.81;;0.098;;;;0.5;0.83;;;0.33;0.56;0.5;0.8;;;0.8;0.516;0.521;3.38;1.31;1.81;1.0
LPL 2025 Split 1;2025-02-13;EDward Gaming;10;33.1;0.85;0.8;;-0.024;;;;0.4;0.3;;;0.5;0.52;0.4;0.43;;;0.46;0.495;0.478;3.49;1.36;1.43;0.4
LPL 2025 Split 1;2025-02-13;FunPlus Phoenix;7;33.7;0.56;0.78;;-0.09699999999999999;;;;0.14;0.29;;;0.43;0.43;0.71;0.42;;;0.29;0.502;0.445;3.17;1.28;1.49;0.14285714285714285
LPL 2025 Split 1;2025-02-13;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-02-13;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-13;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-13;LNG Esports;10;33.1;0.52;0.73;;-0.08199999999999999;;;;0.5;0.5;;;0.5;0.45;0.5;0.26;;;0.21;0.493;0.483;3.26;1.24;1.47;0.1
LPL 2025 Split 1;2025-02-13;Ninjas in Pyjamas;10;32.1;1.86;0.87;;0.083;;;;0.9;0.6;;;0.7;0.68;0.3;0.71;;;1.0;0.49200000000000005;0.5660000000000001;3.07;1.13;1.49;0.9
LPL 2025 Split 1;2025-02-13;Oh My God;13;32.9;0.85;0.89;;-0.068;;;;0.31;0.54;;;0.31;0.55;0.38;0.4;;;0.53;0.494;0.467;3.33;1.25;1.44;0.38461538461538464
LPL 2025 Split 1;2025-02-13;Royal Never Give Up;11;34.4;0.8;0.77;;-0.027000000000000003;;;;0.55;0.45;;;0.18;0.41;0.36;0.35;;;0.4;0.499;0.485;3.32;1.29;1.48;0.36363636363636365
LPL 2025 Split 1;2025-02-13;Team WE;10;32.7;0.59;0.9;;-0.083;;;;0.3;0.3;;;0.3;0.5;0.5;0.35;;;0.3;0.489;0.469;3.5;1.41;1.47;0.1
LPL 2025 Split 1;2025-02-13;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-02-13;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-13;Ultra Prime;12;33.5;0.72;0.88;;-0.05;;;;0.5;0.42;;;0.58;0.36;0.42;0.53;;;0.6;0.48700000000000004;0.508;3.37;1.51;1.52;0.25
LPL 2025 Split 1;2025-02-13;Weibo Gaming;12;33.3;1.13;0.93;;0.042;;;;0.58;0.5;;;0.58;0.51;0.67;0.6;;;0.54;0.508;0.504;3.45;1.29;1.76;0.6666666666666666
LPL 2025 Split 1;2025-02-14;Anyone's Legend;11;35.4;1.53;0.96;;0.062;;;;0.82;0.64;;;0.64;0.47;0.64;0.62;;;0.79;0.507;0.512;3.42;1.35;1.76;0.8181818181818182
LPL 2025 Split 1;2025-02-14;Bilibili Gaming;11;30.4;1.31;0.91;;0.035;;;;0.45;0.82;;;0.18;0.44;0.55;0.61;;;0.67;0.515;0.488;3.29;1.26;1.61;0.7272727272727273
LPL 2025 Split 1;2025-02-14;EDward Gaming;10;33.1;0.85;0.8;;-0.024;;;;0.4;0.3;;;0.5;0.52;0.4;0.43;;;0.46;0.495;0.478;3.49;1.36;1.43;0.4
LPL 2025 Split 1;2025-02-14;FunPlus Phoenix;7;33.7;0.56;0.78;;-0.09699999999999999;;;;0.14;0.29;;;0.43;0.43;0.71;0.42;;;0.29;0.502;0.445;3.17;1.28;1.49;0.14285714285714285
LPL 2025 Split 1;2025-02-14;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-02-14;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-14;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-14;LNG Esports;10;33.1;0.52;0.73;;-0.08199999999999999;;;;0.5;0.5;;;0.5;0.45;0.5;0.26;;;0.21;0.493;0.483;3.26;1.24;1.47;0.1
LPL 2025 Split 1;2025-02-14;Ninjas in Pyjamas;10;32.1;1.86;0.87;;0.083;;;;0.9;0.6;;;0.7;0.68;0.3;0.71;;;1.0;0.49200000000000005;0.5660000000000001;3.07;1.13;1.49;0.9
LPL 2025 Split 1;2025-02-14;Oh My God;13;32.9;0.85;0.89;;-0.068;;;;0.31;0.54;;;0.31;0.55;0.38;0.4;;;0.53;0.494;0.467;3.33;1.25;1.44;0.38461538461538464
LPL 2025 Split 1;2025-02-14;Royal Never Give Up;11;34.4;0.8;0.77;;-0.027000000000000003;;;;0.55;0.45;;;0.18;0.41;0.36;0.35;;;0.4;0.499;0.485;3.32;1.29;1.48;0.36363636363636365
LPL 2025 Split 1;2025-02-14;Team WE;10;32.7;0.59;0.9;;-0.083;;;;0.3;0.3;;;0.3;0.5;0.5;0.35;;;0.3;0.489;0.469;3.5;1.41;1.47;0.1
LPL 2025 Split 1;2025-02-14;ThunderTalk Gaming;13;31.7;1.32;0.95;;0.052000000000000005;;;;0.62;0.38;;;0.77;0.58;0.54;0.65;;;0.69;0.49700000000000005;0.54;3.29;1.41;1.46;0.6923076923076923
LPL 2025 Split 1;2025-02-14;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-14;Ultra Prime;12;33.5;0.72;0.88;;-0.05;;;;0.5;0.42;;;0.58;0.36;0.42;0.53;;;0.6;0.48700000000000004;0.508;3.37;1.51;1.52;0.25
LPL 2025 Split 1;2025-02-14;Weibo Gaming;12;33.3;1.13;0.93;;0.042;;;;0.58;0.5;;;0.58;0.51;0.67;0.6;;;0.54;0.508;0.504;3.45;1.29;1.76;0.6666666666666666
LPL 2025 Split 1;2025-02-15;Anyone's Legend;11;35.4;1.53;0.96;;0.062;;;;0.82;0.64;;;0.64;0.47;0.64;0.62;;;0.79;0.507;0.512;3.42;1.35;1.76;0.8181818181818182
LPL 2025 Split 1;2025-02-15;Bilibili Gaming;11;30.4;1.31;0.91;;0.035;;;;0.45;0.82;;;0.18;0.44;0.55;0.61;;;0.67;0.515;0.488;3.29;1.26;1.61;0.7272727272727273
LPL 2025 Split 1;2025-02-15;EDward Gaming;10;33.1;0.85;0.8;;-0.024;;;;0.4;0.3;;;0.5;0.52;0.4;0.43;;;0.46;0.495;0.478;3.49;1.36;1.43;0.4
LPL 2025 Split 1;2025-02-15;FunPlus Phoenix;10;32.0;0.52;0.88;;-0.11199999999999999;;;;0.3;0.2;;;0.6;0.42;0.7;0.37;;;0.22;0.496;0.455;3.11;1.27;1.4;0.1
LPL 2025 Split 1;2025-02-15;Invictus Gaming;11;32.0;1.27;0.89;;0.054000000000000006;;;;0.27;0.73;;;0.55;0.5;0.64;0.59;;;0.5;0.512;0.496;3.23;1.24;1.57;0.6363636363636364
LPL 2025 Split 1;2025-02-15;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-15;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-15;LNG Esports;10;33.1;0.52;0.73;;-0.08199999999999999;;;;0.5;0.5;;;0.5;0.45;0.5;0.26;;;0.21;0.493;0.483;3.26;1.24;1.47;0.1
LPL 2025 Split 1;2025-02-15;Ninjas in Pyjamas;10;32.1;1.86;0.87;;0.083;;;;0.9;0.6;;;0.7;0.68;0.3;0.71;;;1.0;0.49200000000000005;0.5660000000000001;3.07;1.13;1.49;0.9
LPL 2025 Split 1;2025-02-15;Oh My God;13;32.9;0.85;0.89;;-0.068;;;;0.31;0.54;;;0.31;0.55;0.38;0.4;;;0.53;0.494;0.467;3.33;1.25;1.44;0.38461538461538464
LPL 2025 Split 1;2025-02-15;Royal Never Give Up;11;34.4;0.8;0.77;;-0.027000000000000003;;;;0.55;0.45;;;0.18;0.41;0.36;0.35;;;0.4;0.499;0.485;3.32;1.29;1.48;0.36363636363636365
LPL 2025 Split 1;2025-02-15;Team WE;10;32.7;0.59;0.9;;-0.083;;;;0.3;0.3;;;0.3;0.5;0.5;0.35;;;0.3;0.489;0.469;3.5;1.41;1.47;0.1
LPL 2025 Split 1;2025-02-15;ThunderTalk Gaming;13;31.7;1.32;0.95;;0.052000000000000005;;;;0.62;0.38;;;0.77;0.58;0.54;0.65;;;0.69;0.49700000000000005;0.54;3.29;1.41;1.46;0.6923076923076923
LPL 2025 Split 1;2025-02-15;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-15;Ultra Prime;12;33.5;0.72;0.88;;-0.05;;;;0.5;0.42;;;0.58;0.36;0.42;0.53;;;0.6;0.48700000000000004;0.508;3.37;1.51;1.52;0.25
LPL 2025 Split 1;2025-02-15;Weibo Gaming;12;33.3;1.13;0.93;;0.042;;;;0.58;0.5;;;0.58;0.51;0.67;0.6;;;0.54;0.508;0.504;3.45;1.29;1.76;0.6666666666666666
LPL 2025 Split 1;2025-02-16;Anyone's Legend;11;35.4;1.53;0.96;;0.062;;;;0.82;0.64;;;0.64;0.47;0.64;0.62;;;0.79;0.507;0.512;3.42;1.35;1.76;0.8181818181818182
LPL 2025 Split 1;2025-02-16;Bilibili Gaming;11;30.4;1.31;0.91;;0.035;;;;0.45;0.82;;;0.18;0.44;0.55;0.61;;;0.67;0.515;0.488;3.29;1.26;1.61;0.7272727272727273
LPL 2025 Split 1;2025-02-16;EDward Gaming;10;33.1;0.85;0.8;;-0.024;;;;0.4;0.3;;;0.5;0.52;0.4;0.43;;;0.46;0.495;0.478;3.49;1.36;1.43;0.4
LPL 2025 Split 1;2025-02-16;FunPlus Phoenix;10;32.0;0.52;0.88;;-0.11199999999999999;;;;0.3;0.2;;;0.6;0.42;0.7;0.37;;;0.22;0.496;0.455;3.11;1.27;1.4;0.1
LPL 2025 Split 1;2025-02-16;Invictus Gaming;11;32.0;1.27;0.89;;0.054000000000000006;;;;0.27;0.73;;;0.55;0.5;0.64;0.59;;;0.5;0.512;0.496;3.23;1.24;1.57;0.6363636363636364
LPL 2025 Split 1;2025-02-16;JD Gaming;13;32.7;1.39;0.87;;0.076;;;;0.62;0.54;;;0.54;0.56;0.54;0.48;;;0.33;0.51;0.523;3.66;1.3;1.41;0.6923076923076923
LPL 2025 Split 1;2025-02-16;LGD Gaming;9;33.8;1.0;1.0;;0.009000000000000001;;;;0.44;0.33;;;0.56;0.54;0.56;0.69;;;0.5;0.493;0.484;3.21;1.29;1.53;0.3333333333333333
LPL 2025 Split 1;2025-02-16;LNG Esports;10;33.1;0.52;0.73;;-0.08199999999999999;;;;0.5;0.5;;;0.5;0.45;0.5;0.26;;;0.21;0.493;0.483;3.26;1.24;1.47;0.1
LPL 2025 Split 1;2025-02-16;Ninjas in Pyjamas;10;32.1;1.86;0.87;;0.083;;;;0.9;0.6;;;0.7;0.68;0.3;0.71;;;1.0;0.49200000000000005;0.5660000000000001;3.07;1.13;1.49;0.9
LPL 2025 Split 1;2025-02-16;Oh My God;13;32.9;0.85;0.89;;-0.068;;;;0.31;0.54;;;0.31;0.55;0.38;0.4;;;0.53;0.494;0.467;3.33;1.25;1.44;0.38461538461538464
LPL 2025 Split 1;2025-02-16;Royal Never Give Up;11;34.4;0.8;0.77;;-0.027000000000000003;;;;0.55;0.45;;;0.18;0.41;0.36;0.35;;;0.4;0.499;0.485;3.32;1.29;1.48;0.36363636363636365
LPL 2025 Split 1;2025-02-16;Team WE;10;32.7;0.59;0.9;;-0.083;;;;0.3;0.3;;;0.3;0.5;0.5;0.35;;;0.3;0.489;0.469;3.5;1.41;1.47;0.1
LPL 2025 Split 1;2025-02-16;ThunderTalk Gaming;13;31.7;1.32;0.95;;0.052000000000000005;;;;0.62;0.38;;;0.77;0.58;0.54;0.65;;;0.69;0.49700000000000005;0.54;3.29;1.41;1.46;0.6923076923076923
